characterId,skillId,level
Aerodactyl,Sky drop,49
Aerodactyl,Hyper beam,65
Aerodactyl,Rock slide,73
Aerodactyl,Giga impact,81
Aggron,Harden,1
Aggron,Headbutt,8
Aggron,Mud slap,4
Aggron,Tackle,1
Aggron,Metal claw,11
Aggron,Iron defense,15
Aggron,Roar,18
Aggron,Take down,22
Aggron,Iron head,25
Aggron,Protect,29
Aggron,Metal sound,34
Aggron,Iron tail,40
Aggron,Autotomize,48
Aggron,Heavy slam,57
Aggron,Double edge,65
Aggron,Metal burst,74
Aipom,Agility,29
Aipom,Beat up,0
Aipom,Bounce,0
Aipom,Counter,0
Aipom,Covet,0
Aipom,Double slap,0
Aipom,Fake out,0
Aipom,Pursuit,0
Aipom,Quick guard,0
Aipom,Revenge,0
Aipom,Screech,25
Aipom,Slam,0
Aipom,Spite,0
Aipom,Switcheroo,0
Aipom,Scratch,1
Aipom,Tail whip,1
Aipom,Sand attack,4
Aipom,Astonish,8
Aipom,Baton pass,11
Aipom,Tickle,15
Aipom,Fury swipes,18
Aipom,Swift,22
Aipom,Double hit,32
Aipom,Fling,36
Aipom,Nasty plot,39
Aipom,Last resort,43
Alakazam,Confusion,16
Alakazam,Kinesis,1
Alakazam,Teleport,1
Alakazam,Disable,18
Alakazam,Miracle eye,22
Alakazam,Ally switch,24
Alakazam,Psybeam,28
Alakazam,Reflect,30
Alakazam,Telekinesis,34
Alakazam,Recover,36
Alakazam,Psycho cut,40
Alakazam,Calm mind,42
Alakazam,Psychic,46
Alakazam,Future sight,48
Alakazam,Trick,50
Alomomola,Endure,0
Alomomola,Mirror coat,0
Alomomola,Mist,0
Alomomola,Pain split,0
Alomomola,Refresh,0
Alomomola,Tickle,0
Alomomola,Healing wish,57
Alomomola,Hydro pump,61
Alomomola,Pound,1
Alomomola,Water sport,1
Alomomola,Wide guard,53
Alomomola,Aqua ring,5
Alomomola,Aqua jet,9
Alomomola,Double slap,13
Alomomola,Heal pulse,17
Alomomola,Protect,21
Alomomola,Water pulse,25
Alomomola,Wake up slap,29
Alomomola,Soak,33
Alomomola,Wish,37
Alomomola,Brine,41
Alomomola,Safeguard,45
Alomomola,Helping hand,49
Altaria,Astonish,4
Altaria,Growl,1
Altaria,Peck,1
Altaria,Pluck,1
Altaria,Sing,8
Altaria,Sky attack,64
Altaria,Fury attack,10
Altaria,Safeguard,13
Altaria,Mist,15
Altaria,Round,18
Altaria,Natural gift,21
Altaria,Take down,25
Altaria,Refresh,29
Altaria,Dragon dance,34
Altaria,Dragon breath,35
Altaria,Cotton guard,42
Altaria,Dragon pulse,48
Altaria,Perish song,57
Altaria,Moonblast,60
Amaura,Barrier,0
Amaura,Discharge,0
Amaura,Haze,0
Amaura,Magnet rise,0
Amaura,Mirror coat,0
Amaura,Growl,1
Amaura,Powder snow,1
Amaura,Thunder wave,5
Amaura,Rock throw,10
Amaura,Icy wind,13
Amaura,Take down,15
Amaura,Mist,18
Amaura,Aurora beam,20
Amaura,Ancient power,26
Amaura,Round,30
Amaura,Avalanche,34
Amaura,Hail,38
Amaura,Nature power,41
Amaura,Encore,44
Amaura,Light screen,47
Amaura,Ice beam,50
Amaura,Hyper beam,57
Amaura,Blizzard,65
Ambipom,Astonish,8
Ambipom,Sand attack,4
Ambipom,Scratch,1
Ambipom,Tail whip,1
Ambipom,Baton pass,11
Ambipom,Tickle,15
Ambipom,Fury swipes,18
Ambipom,Swift,22
Ambipom,Screech,25
Ambipom,Agility,29
Ambipom,Double hit,32
Ambipom,Fling,36
Ambipom,Nasty plot,39
Ambipom,Last resort,43
Amoonguss,Absorb,1
Amoonguss,Astonish,8
Amoonguss,Bide,12
Amoonguss,Growth,6
Amoonguss,Mega drain,15
Amoonguss,Ingrain,18
Amoonguss,Feint attack,20
Amoonguss,Sweet scent,24
Amoonguss,Giga drain,28
Amoonguss,Toxic,32
Amoonguss,Synthesis,35
Amoonguss,Clear smog,43
Amoonguss,Solar beam,49
Amoonguss,Rage powder,54
Amoonguss,Spore,62
Ampharos,Dragon pulse,65
Ampharos,Fire punch,1
Ampharos,Growl,1
Ampharos,Ion deluge,1
Ampharos,Magnetic flux,1
Ampharos,Tackle,1
Ampharos,Thunder shock,8
Ampharos,Thunder wave,4
Ampharos,Zap cannon,1
Ampharos,Cotton spore,11
Ampharos,Charge,16
Ampharos,Take down,20
Ampharos,Electro ball,25
Ampharos,Confuse ray,29
Ampharos,Thunder punch,30
Ampharos,Power gem,35
Ampharos,Discharge,40
Ampharos,Cotton guard,46
Ampharos,Signal beam,51
Ampharos,Light screen,57
Ampharos,Thunder,62
Anorith,Aqua jet,0
Anorith,Cross poison,0
Anorith,Curse,0
Anorith,Iron defense,0
Anorith,Knock off,0
Anorith,Rapid spin,0
Anorith,Sand attack,0
Anorith,Screech,0
Anorith,Water pulse,0
Anorith,Harden,1
Anorith,Scratch,1
Anorith,Mud sport,7
Anorith,Water gun,13
Anorith,Metal claw,19
Anorith,Protect,25
Anorith,Ancient power,31
Anorith,Fury cutter,37
Anorith,Slash,43
Anorith,Rock blast,49
Anorith,Crush claw,55
Anorith,X scissor,61
Arbok,Bite,9
Arbok,Fire fang,1
Arbok,Ice fang,1
Arbok,Leer,1
Arbok,Poison sting,4
Arbok,Thunder fang,1
Arbok,Wrap,1
Arbok,Glare,12
Arbok,Screech,17
Arbok,Acid,20
Arbok,Crunch,22
Arbok,Spit up,27
Arbok,Stockpile,27
Arbok,Swallow,27
Arbok,Acid spray,32
Arbok,Mud bomb,39
Arbok,Gastro acid,44
Arbok,Belch,48
Arbok,Haze,51
Arbok,Coil,56
Arbok,Gunk shot,63
Arcanine,Bite,1
Arcanine,Fire fang,1
Arcanine,Odor sleuth,1
Arcanine,Roar,1
Arcanine,Thunder fang,1
Arcanine,Extreme speed,34
Arceus,Cosmic power,1
Arceus,Natural gift,1
Arceus,Punishment,1
Arceus,Seismic toss,1
Arceus,Gravity,10
Arceus,Earth power,20
Arceus,Hyper voice,30
Arceus,Extreme speed,40
Arceus,Refresh,50
Arceus,Future sight,60
Arceus,Recover,70
Arceus,Hyper beam,80
Arceus,Perish song,90
Arceus,Judgment,100
Archen,Ally switch,0
Archen,Bite,0
Archen,Defog,0
Archen,Dragon pulse,0
Archen,Earth power,0
Archen,Head smash,0
Archen,Knock off,0
Archen,Steel wing,0
Archen,Switcheroo,0
Archen,Leer,1
Archen,Quick attack,1
Archen,Wing attack,1
Archen,Rock throw,5
Archen,Double team,8
Archen,Scary face,11
Archen,Pluck,15
Archen,Ancient power,18
Archen,Agility,21
Archen,Quick guard,25
Archen,Acrobatics,28
Archen,Dragon breath,31
Archen,Crunch,35
Archen,Endeavor,38
Archen,U turn,41
Archen,Rock slide,45
Archen,Dragon claw,48
Archen,Thrash,50
Archeops,Leer,1
Archeops,Quick attack,1
Archeops,Rock throw,5
Archeops,Wing attack,1
Archeops,Double team,8
Archeops,Scary face,11
Archeops,Pluck,15
Archeops,Ancient power,18
Archeops,Agility,21
Archeops,Quick guard,25
Archeops,Acrobatics,28
Archeops,Dragon breath,31
Archeops,Crunch,35
Archeops,Endeavor,40
Archeops,U turn,45
Archeops,Rock slide,51
Archeops,Dragon claw,56
Archeops,Thrash,61
Ariados,Bug bite,1
Ariados,Constrict,8
Ariados,Fell stinger,1
Ariados,Poison sting,1
Ariados,Scary face,5
Ariados,String shot,1
Ariados,Venom drench,1
Ariados,Leech life,12
Ariados,Night shade,15
Ariados,Shadow sneak,19
Ariados,Fury swipes,23
Ariados,Sucker punch,28
Ariados,Spider web,32
Ariados,Agility,37
Ariados,Pin missile,41
Ariados,Psychic,46
Ariados,Poison jab,50
Ariados,Cross poison,55
Ariados,Sticky web,58
Armaldo,Crush claw,67
Armaldo,Harden,1
Armaldo,Mud sport,7
Armaldo,Scratch,1
Armaldo,Water gun,13
Armaldo,Metal claw,19
Armaldo,Protect,25
Armaldo,Ancient power,31
Armaldo,Fury cutter,37
Armaldo,Slash,46
Armaldo,Rock blast,55
Armaldo,X scissor,73
Aromatisse,Aromatic mist,1
Aromatisse,Fairy wind,1
Aromatisse,Heal pulse,1
Aromatisse,Sweet scent,1
Aromatisse,Sweet kiss,6
Aromatisse,Odor sleuth,8
Aromatisse,Echoed voice,13
Aromatisse,Calm mind,17
Aromatisse,Draining kiss,21
Aromatisse,Aromatherapy,25
Aromatisse,Attract,29
Aromatisse,Moonblast,31
Aromatisse,Charm,35
Aromatisse,Flail,38
Aromatisse,Misty terrain,42
Aromatisse,Skill swap,44
Aromatisse,Psychic,48
Aromatisse,Disarming voice,53
Aromatisse,Reflect,57
Aromatisse,Psych up,64
Aron,Body slam,0
Aron,Curse,0
Aron,Dragon rush,0
Aron,Endeavor,0
Aron,Head smash,0
Aron,Iron head,25
Aron,Reversal,0
Aron,Screech,0
Aron,Smelling salts,0
Aron,Stealth rock,0
Aron,Stomp,0
Aron,Superpower,0
Aron,Harden,1
Aron,Tackle,1
Aron,Mud slap,4
Aron,Headbutt,8
Aron,Metal claw,11
Aron,Iron defense,15
Aron,Roar,18
Aron,Take down,22
Aron,Protect,29
Aron,Metal sound,32
Aron,Iron tail,36
Aron,Autotomize,39
Aron,Heavy slam,43
Aron,Double edge,46
Aron,Metal burst,50
Articuno,Freeze dry,1
Articuno,Gust,1
Articuno,Hurricane,92
Articuno,Powder snow,1
Articuno,Roost,85
Articuno,Sheer cold,78
Articuno,Tailwind,64
Articuno,Mist,8
Articuno,Ice shard,15
Articuno,Mind reader,22
Articuno,Ancient power,29
Articuno,Agility,36
Articuno,Ice beam,43
Articuno,Reflect,50
Articuno,Hail,57
Articuno,Blizzard,71
Audino,Amnesia,0
Audino,Bestow,0
Audino,Draining kiss,0
Audino,Encore,0
Audino,Heal bell,0
Audino,Healing wish,0
Audino,Lucky chant,0
Audino,Sleep talk,0
Audino,Sweet kiss,0
Audino,Wish,0
Audino,Yawn,0
Audino,Growl,1
Audino,Helping hand,1
Audino,Last resort,55
Audino,Play nice,1
Audino,Pound,1
Audino,Refresh,5
Audino,Double slap,10
Audino,Attract,15
Audino,Secret power,20
Audino,Entrainment,25
Audino,Take down,30
Audino,Heal pulse,35
Audino,After you,40
Audino,Simple beam,45
Audino,Double edge,50
Aurorus,Freeze dry,77
Aurorus,Growl,1
Aurorus,Powder snow,1
Aurorus,Thunder wave,5
Aurorus,Rock throw,10
Aurorus,Icy wind,13
Aurorus,Take down,15
Aurorus,Mist,18
Aurorus,Aurora beam,20
Aurorus,Ancient power,26
Aurorus,Round,30
Aurorus,Avalanche,34
Aurorus,Hail,38
Aurorus,Nature power,43
Aurorus,Encore,46
Aurorus,Light screen,50
Aurorus,Ice beam,56
Aurorus,Hyper beam,63
Aurorus,Blizzard,74
Avalugg,Bite,1
Avalugg,Crunch,65
Avalugg,Harden,1
Avalugg,Iron defense,1
Avalugg,Skull bash,60
Avalugg,Tackle,1
Avalugg,Powder snow,5
Avalugg,Icy wind,10
Avalugg,Take down,15
Avalugg,Sharpen,20
Avalugg,Curse,22
Avalugg,Ice fang,26
Avalugg,Ice ball,30
Avalugg,Rapid spin,35
Avalugg,Avalanche,42
Avalugg,Blizzard,46
Avalugg,Recover,51
Avalugg,Double edge,56
Axew,Counter,0
Axew,Dragon pulse,41
Axew,Endeavor,0
Axew,Endure,0
Axew,Focus energy,0
Axew,Harden,0
Axew,Iron tail,0
Axew,Night slash,0
Axew,Razor wind,0
Axew,Reversal,0
Axew,Scratch,1
Axew,Leer,4
Axew,Assurance,7
Axew,Dragon rage,10
Axew,Dual chop,13
Axew,Scary face,16
Axew,Slash,20
Axew,False swipe,24
Axew,Dragon claw,28
Axew,Dragon dance,32
Axew,Taunt,36
Axew,Swords dance,46
Axew,Guillotine,50
Axew,Outrage,56
Axew,Giga impact,61
Azelf,Confusion,1
Azelf,Last resort,61
Azelf,Natural gift,66
Azelf,Rest,1
Azelf,Imprison,6
Azelf,Detect,16
Azelf,Swift,21
Azelf,Uproar,31
Azelf,Future sight,36
Azelf,Nasty plot,46
Azelf,Extrasensory,50
Azelf,Explosion,76
Azumarill,Tackle,1
Azumarill,Tail whip,2
Azumarill,Water gun,1
Azumarill,Water sport,5
Azumarill,Bubble,7
Azumarill,Defense curl,10
Azumarill,Rollout,10
Azumarill,Bubble beam,13
Azumarill,Helping hand,16
Azumarill,Aqua tail,21
Azumarill,Double edge,25
Azumarill,Aqua ring,31
Azumarill,Rain dance,35
Azumarill,Superpower,42
Azumarill,Hydro pump,46
Azumarill,Play rough,50
Azurill,Body slam,0
Azurill,Camouflage,0
Azurill,Copycat,0
Azurill,Encore,0
Azurill,Fake tears,0
Azurill,Muddy water,0
Azurill,Refresh,0
Azurill,Sing,0
Azurill,Slam,20
Azurill,Soak,0
Azurill,Tickle,0
Azurill,Water sport,5
Azurill,Splash,1
Azurill,Water gun,1
Azurill,Tail whip,2
Azurill,Bubble,7
Azurill,Charm,10
Azurill,Bubble beam,13
Azurill,Helping hand,16
Azurill,Bounce,23
Bagon,Defense curl,0
Bagon,Dragon dance,0
Bagon,Dragon pulse,0
Bagon,Dragon rage,0
Bagon,Dragon rush,0
Bagon,Endure,0
Bagon,Fire fang,0
Bagon,Hydro pump,0
Bagon,Thrash,0
Bagon,Twister,0
Bagon,Rage,1
Bagon,Bite,5
Bagon,Leer,10
Bagon,Headbutt,16
Bagon,Focus energy,20
Bagon,Ember,25
Bagon,Dragon breath,31
Bagon,Zen headbutt,35
Bagon,Scary face,40
Bagon,Crunch,46
Bagon,Dragon claw,50
Bagon,Double edge,55
Baltoy,Confusion,1
Baltoy,Harden,1
Baltoy,Rapid spin,4
Baltoy,Mud slap,7
Baltoy,Rock tomb,10
Baltoy,Psybeam,13
Baltoy,Power trick,17
Baltoy,Ancient power,21
Baltoy,Self destruct,25
Baltoy,Extrasensory,28
Baltoy,Cosmic power,31
Baltoy,Guard split,34
Baltoy,Power split,34
Baltoy,Earth power,37
Baltoy,Sandstorm,41
Baltoy,Heal block,45
Baltoy,Explosion,49
Banette,Curse,19
Banette,Knock off,1
Banette,Night shade,7
Banette,Screech,4
Banette,Spite,10
Banette,Will o wisp,13
Banette,Shadow sneak,16
Banette,Feint attack,22
Banette,Hex,26
Banette,Shadow ball,30
Banette,Sucker punch,34
Banette,Embargo,40
Banette,Snatch,46
Banette,Grudge,52
Banette,Trick,58
Barbaracle,Sand attack,1
Barbaracle,Scratch,1
Barbaracle,Shell smash,1
Barbaracle,Skull bash,65
Barbaracle,Stone edge,60
Barbaracle,Water gun,4
Barbaracle,Withdraw,7
Barbaracle,Fury swipes,10
Barbaracle,Slash,13
Barbaracle,Mud slap,18
Barbaracle,Clamp,20
Barbaracle,Rock polish,24
Barbaracle,Ancient power,28
Barbaracle,Hone claws,32
Barbaracle,Fury cutter,37
Barbaracle,Night slash,44
Barbaracle,Razor shell,48
Barbaracle,Cross chop,55
Barboach,Dragon dance,0
Barboach,Earth power,0
Barboach,Flail,0
Barboach,Hydro pump,0
Barboach,Mud shot,0
Barboach,Muddy water,0
Barboach,Spark,0
Barboach,Take down,0
Barboach,Thrash,0
Barboach,Whirlpool,0
Barboach,Mud slap,1
Barboach,Mud sport,6
Barboach,Water sport,6
Barboach,Water gun,10
Barboach,Mud bomb,14
Barboach,Amnesia,18
Barboach,Water pulse,22
Barboach,Magnitude,26
Barboach,Rest,31
Barboach,Snore,31
Barboach,Aqua tail,35
Barboach,Earthquake,39
Barboach,Future sight,43
Barboach,Fissure,47
Basculin,Agility,0
Basculin,Brine,0
Basculin,Bubble beam,0
Basculin,Mud shot,0
Basculin,Muddy water,0
Basculin,Rage,0
Basculin,Revenge,0
Basculin,Swift,0
Basculin,Whirlpool,0
Basculin,Flail,46
Basculin,Tackle,1
Basculin,Tail whip,1
Basculin,Thrash,56
Basculin,Water gun,1
Basculin,Uproar,4
Basculin,Headbutt,7
Basculin,Bite,10
Basculin,Aqua jet,13
Basculin,Chip away,16
Basculin,Take down,20
Basculin,Crunch,24
Basculin,Aqua tail,28
Basculin,Soak,32
Basculin,Double edge,36
Basculin,Scary face,41
Basculin,Final gambit,50
Bastiodon,Metal sound,10
Bastiodon,Protect,1
Bastiodon,Tackle,1
Bastiodon,Taunt,6
Bastiodon,Take down,15
Bastiodon,Iron defense,19
Bastiodon,Swagger,24
Bastiodon,Ancient power,28
Bastiodon,Block,30
Bastiodon,Endure,36
Bastiodon,Metal burst,43
Bastiodon,Iron head,51
Bastiodon,Heavy slam,58
Bayleef,Growl,1
Bayleef,Poison powder,9
Bayleef,Razor leaf,6
Bayleef,Tackle,1
Bayleef,Synthesis,12
Bayleef,Reflect,18
Bayleef,Magical leaf,22
Bayleef,Natural gift,26
Bayleef,Sweet scent,32
Bayleef,Light screen,36
Bayleef,Body slam,40
Bayleef,Safeguard,46
Bayleef,Aromatherapy,50
Bayleef,Solar beam,54
Beartic,Aqua jet,1
Beartic,Bide,1
Beartic,Growl,1
Beartic,Icy wind,13
Beartic,Powder snow,1
Beartic,Sheer cold,66
Beartic,Superpower,1
Beartic,Thrash,59
Beartic,Play nice,9
Beartic,Fury swipes,17
Beartic,Brine,21
Beartic,Endure,25
Beartic,Swagger,29
Beartic,Slash,33
Beartic,Flail,36
Beartic,Icicle crash,37
Beartic,Rest,41
Beartic,Blizzard,45
Beartic,Hail,53
Beautifly,Absorb,10
Beautifly,Gust,13
Beautifly,Stun spore,17
Beautifly,Morning sun,20
Beautifly,Mega drain,24
Beautifly,Whirlwind,27
Beautifly,Attract,31
Beautifly,Silver wind,34
Beautifly,Giga drain,38
Beautifly,Bug buzz,41
Beautifly,Quiver dance,45
Beedrill,Fury attack,10
Beedrill,Focus energy,13
Beedrill,Twineedle,16
Beedrill,Rage,19
Beedrill,Pursuit,22
Beedrill,Toxic spikes,25
Beedrill,Pin missile,28
Beedrill,Agility,31
Beedrill,Assurance,34
Beedrill,Poison jab,37
Beedrill,Endeavor,40
Beedrill,Fell stinger,45
Beheeyem,Confusion,1
Beheeyem,Growl,4
Beheeyem,Heal block,8
Beheeyem,Miracle eye,11
Beheeyem,Synchronoise,63
Beheeyem,Wonder room,68
Beheeyem,Psybeam,15
Beheeyem,Headbutt,18
Beheeyem,Hidden power,22
Beheeyem,Imprison,25
Beheeyem,Simple beam,29
Beheeyem,Zen headbutt,32
Beheeyem,Psych up,36
Beheeyem,Psychic,39
Beheeyem,Calm mind,45
Beheeyem,Recover,50
Beheeyem,Guard split,56
Beheeyem,Power split,58
Beldum,Take down,1
Bellossom,Leaf blade,1
Bellossom,Leaf storm,53
Bellossom,Mega drain,1
Bellossom,Stun spore,1
Bellossom,Sunny day,1
Bellossom,Sweet scent,1
Bellossom,Magical leaf,23
Bellossom,Petal blizzard,50
Bellsprout,Acid spray,0
Bellsprout,Belch,0
Bellsprout,Bullet seed,0
Bellsprout,Clear smog,0
Bellsprout,Encore,0
Bellsprout,Giga drain,0
Bellsprout,Ingrain,0
Bellsprout,Leech life,0
Bellsprout,Magical leaf,0
Bellsprout,Natural gift,0
Bellsprout,Power whip,0
Bellsprout,Synthesis,0
Bellsprout,Tickle,0
Bellsprout,Weather ball,0
Bellsprout,Worry seed,0
Bellsprout,Vine whip,1
Bellsprout,Growth,7
Bellsprout,Wrap,11
Bellsprout,Sleep powder,13
Bellsprout,Poison powder,15
Bellsprout,Stun spore,17
Bellsprout,Acid,23
Bellsprout,Knock off,27
Bellsprout,Sweet scent,29
Bellsprout,Gastro acid,35
Bellsprout,Razor leaf,39
Bellsprout,Slam,41
Bellsprout,Wring out,47
Bergmite,Barrier,0
Bergmite,Mirror coat,0
Bergmite,Mist,0
Bergmite,Recover,47
Bergmite,Bite,1
Bergmite,Harden,1
Bergmite,Tackle,1
Bergmite,Powder snow,5
Bergmite,Icy wind,10
Bergmite,Take down,15
Bergmite,Sharpen,20
Bergmite,Curse,22
Bergmite,Ice fang,26
Bergmite,Ice ball,30
Bergmite,Rapid spin,35
Bergmite,Avalanche,39
Bergmite,Blizzard,43
Bergmite,Double edge,49
Bibarel,Growl,5
Bibarel,Rototiller,1
Bibarel,Tackle,1
Bibarel,Defense curl,9
Bibarel,Rollout,13
Bibarel,Water gun,15
Bibarel,Headbutt,18
Bibarel,Hyper fang,23
Bibarel,Yawn,28
Bibarel,Amnesia,33
Bibarel,Take down,38
Bibarel,Super fang,43
Bibarel,Superpower,48
Bibarel,Curse,53
Bidoof,Aqua tail,0
Bidoof,Defense curl,9
Bidoof,Double edge,0
Bidoof,Endure,0
Bidoof,Fury swipes,0
Bidoof,Odor sleuth,0
Bidoof,Quick attack,0
Bidoof,Rock climb,0
Bidoof,Rollout,13
Bidoof,Skull bash,0
Bidoof,Sleep talk,0
Bidoof,Water sport,0
Bidoof,Tackle,1
Bidoof,Growl,5
Bidoof,Headbutt,17
Bidoof,Hyper fang,21
Bidoof,Yawn,25
Bidoof,Amnesia,29
Bidoof,Take down,33
Bidoof,Super fang,37
Bidoof,Superpower,41
Bidoof,Curse,45
Binacle,Helping hand,0
Binacle,Switcheroo,0
Binacle,Tickle,0
Binacle,Water sport,0
Binacle,Sand attack,1
Binacle,Scratch,1
Binacle,Shell smash,1
Binacle,Water gun,4
Binacle,Withdraw,7
Binacle,Fury swipes,10
Binacle,Slash,13
Binacle,Mud slap,18
Binacle,Clamp,20
Binacle,Rock polish,24
Binacle,Ancient power,28
Binacle,Hone claws,32
Binacle,Fury cutter,37
Binacle,Night slash,41
Binacle,Razor shell,45
Binacle,Cross chop,49
Bisharp,Fury cutter,9
Bisharp,Guillotine,71
Bisharp,Iron head,57
Bisharp,Leer,6
Bisharp,Metal burst,1
Bisharp,Scratch,1
Bisharp,Torment,14
Bisharp,Feint attack,17
Bisharp,Scary face,22
Bisharp,Metal claw,25
Bisharp,Slash,30
Bisharp,Assurance,33
Bisharp,Metal sound,38
Bisharp,Embargo,41
Bisharp,Iron defense,46
Bisharp,Night slash,49
Bisharp,Swords dance,63
Blastoise,Flash cannon,1
Blastoise,Tackle,1
Blastoise,Tail whip,4
Blastoise,Water gun,7
Blastoise,Withdraw,10
Blastoise,Bubble,13
Blastoise,Bite,16
Blastoise,Rapid spin,20
Blastoise,Protect,24
Blastoise,Water pulse,28
Blastoise,Aqua tail,32
Blastoise,Skull bash,39
Blastoise,Iron defense,46
Blastoise,Rain dance,53
Blastoise,Hydro pump,60
Blaziken,Ember,13
Blaziken,Fire punch,1
Blaziken,Flare blitz,66
Blaziken,Focus energy,7
Blaziken,Growl,1
Blaziken,High jump kick,1
Blaziken,Scratch,1
Blaziken,Double kick,16
Blaziken,Peck,17
Blaziken,Sand attack,21
Blaziken,Bulk up,28
Blaziken,Quick attack,32
Blaziken,Blaze kick,36
Blaziken,Slash,42
Blaziken,Brave bird,49
Blaziken,Sky uppercut,59
Blissey,Defense curl,1
Blissey,Double edge,54
Blissey,Growl,1
Blissey,Pound,1
Blissey,Tail whip,5
Blissey,Refresh,9
Blissey,Double slap,12
Blissey,Soft boiled,16
Blissey,Bestow,20
Blissey,Minimize,23
Blissey,Take down,27
Blissey,Sing,31
Blissey,Fling,34
Blissey,Heal pulse,38
Blissey,Egg bomb,42
Blissey,Light screen,46
Blissey,Healing wish,50
Blitzle,Double edge,0
Blitzle,Double kick,0
Blitzle,Endure,0
Blitzle,Me first,0
Blitzle,Rage,0
Blitzle,Sand attack,0
Blitzle,Screech,0
Blitzle,Shock wave,11
Blitzle,Snatch,0
Blitzle,Take down,0
Blitzle,Quick attack,1
Blitzle,Tail whip,4
Blitzle,Charge,8
Blitzle,Thunder wave,15
Blitzle,Flame charge,18
Blitzle,Pursuit,22
Blitzle,Spark,25
Blitzle,Stomp,29
Blitzle,Discharge,32
Blitzle,Agility,36
Blitzle,Wild charge,39
Blitzle,Thrash,43
Boldore,Harden,4
Boldore,Headbutt,10
Boldore,Sand attack,7
Boldore,Tackle,1
Boldore,Rock blast,14
Boldore,Mud slap,17
Boldore,Iron defense,20
Boldore,Smack down,23
Boldore,Power gem,25
Boldore,Rock slide,30
Boldore,Stealth rock,36
Boldore,Sandstorm,42
Boldore,Stone edge,48
Boldore,Explosion,55
Bonsly,Curse,0
Bonsly,Defense curl,0
Bonsly,Endure,0
Bonsly,Harden,0
Bonsly,Headbutt,0
Bonsly,Rollout,0
Bonsly,Sand tomb,0
Bonsly,Self destruct,0
Bonsly,Stealth rock,0
Bonsly,Copycat,1
Bonsly,Fake tears,1
Bonsly,Flail,5
Bonsly,Low kick,8
Bonsly,Rock throw,12
Bonsly,Mimic,15
Bonsly,Feint attack,19
Bonsly,Rock tomb,22
Bonsly,Block,26
Bonsly,Rock slide,29
Bonsly,Counter,33
Bonsly,Sucker punch,36
Bonsly,Double edge,40
Bouffalant,Amnesia,0
Bouffalant,Belch,0
Bouffalant,Headbutt,0
Bouffalant,Iron head,0
Bouffalant,Mud shot,0
Bouffalant,Mud slap,0
Bouffalant,Rock climb,0
Bouffalant,Skull bash,0
Bouffalant,Stomp,0
Bouffalant,Leer,1
